ID;CSV_ID;ONLINE_CN;NAME;CATEGORIE;POSTAL_ADDRESS;POSTAL_ZIPCODE;POSTAL_CITY;VISIT_ADDRESS;VISIT_ZIPCODE;VISIT_CITY;TELEPHONE_GENERAL;TELEPHONE_MANAGEMENT;TELEPHONE_SALES;FAX;EMAIL;URL;PERSOONSNUMMER;MANAGER_PREFIX;MANAGER_FIRSTNAME;MANAGER_INFIX;MANAGER_LASTNAME;PR_MANAGER_PREFIX;PR_MANAGER_FIRSTNAME;PR_MANAGER_INFIX;PR_MANAGER_LASTNAME;TECHNICIAN_PREFIX;TECHNICIAN_FIRSTNAME;TECHNICIAN_INFIX;TECHNICIAN_LASTNAME;SALESMANAGER_PREFIX;SALESMANAGER_FIRSTNAME;SALESMANAGER_INFIX;SALESMANAGER_LASTNAME;NUMBER_ROOMS;CHAIRS_ROOM_1;CHAIRS_ROOM_2;CHAIRS_ROOM_3;CHAIRS_TOTAL;PROD_HOUSE_COMPANY
15144;1011;;Stadsschouwburg Utrecht;230;Postbus 14068;3508 SC;UTRECHT;Lucas Bolwerk 24;3512 EJ;UTRECHT;030-2324125;;030-2302023;030-2314499;stadsschouwburg@ssbu.nl;www.stadsschouwburg-utrecht.nl;769;Mevrouw;Lucia;;Claus;De heer;Ab;;Hooijer;De heer;Sebastiaan;van;Haperen;Mevrouw;Ella;;Kapteijn;2;1002;230;0;1232;
15145;1012;;Stadsschouwburg Velsen;230;Postbus 179;1970 AD;IJMUIDEN;Groeneweg 71;1971 NS;IJMUIDEN;0255-546146;;0255-515789;0255-546166;info@stadsschouwburgvelsen.nl;www.stadsschouwburgvelsen.nl;1656;De heer;Jacob;;Bron;Mevrouw;Paula;;Schavemaker;De heer;Cees;;Meijjes;Mevrouw;;;Smit;1;716;0;0;716;
15146;1013;;Stadstheater;230;;;;Theaterplein 10;2711 EK;ZOETERMEER;079-3300222;;079-3427565;079-3300211;secretariaat@stadstheater.nl;www.stadstheater.nl;356;De heer;Peter;;Voorbraak;Mevrouw;Miranda;;Broers;De heer;Patrick;;Coers;t.a.v.;;;Hoofd kassa;2;776;196;0;972;
15147;1087;;Schouwburg Almere Stichting Almeerse Theaters;230;Postbus 1519;1300 BM;ALMERE;Esplanade 10;1315 TA;ALMERE;036-8455888;;036-8455555;036-8455889;info@schouwburgalmere.nl;www.schouwburgalmere.nl;396;De heer;Peter;;Swinkels;Mevrouw;Liselotte;van;Zwol;De heer;Kees;;Klooster;Mevrouw;Anneke;van der;Lans;2;1050;350;0;1400;
15148;1098;;Stormprojecten Tweetakt;229;Postbus 13188;3507 LD;UTRECHT;Biltstraat 166;3507 LD;UTRECHT;030-7116640;;;030-;info@stormprojecten.nl;www.stormprojecten.nl;807;Mevrouw;Petra;;Blok;Mevrouw;Gouke;;Hilte;De heer;Arthur;;Duijzers;;;;;0;0;0;0;0;
15149;1112;;Theaters Diligentia en Pepijn;230;;;;Lange Voorhout 5;2514 EA;DEN HAAG;070-3610540;;0900-4104104;070-3610558;algemeen@theater-diligentia.nl;www.theater-diligentia.nl;8650;De heer;Erik;;Pals;De heer;Marc;;Charbo;De heer;Frank;van;Lamoen;Mevrouw;Elly;van;Oijen;2;500;96;0;596;
15150;1127;;Singer Laren Stichting Singer Memorial Foundation;230;Postbus 497;1250 AL;LAREN NH;Oude Drift 1;1251 BS;LAREN HN;035-5393939;;035-5343933;035-5317751;receptie@singerlaren.nl;www.singerlaren.nl;5714;De heer;Reinier;;Sinaasappel;t.a.v.;;;Hoofd Marketing;De heer;RenÃ©;;RÃ¤kers;;;;;2;404;80;0;484;
15151;1129;;Stichting Stadsschouwburg & Philharmonie Haarlem;230;Postbus 491;2000 AL;HAARLEM;Lange Begijnestraat 11;2011 HH;HAARLEM;023-5121212;;0900-7445427;023-5121211;info@theater-haarlem.nl;www.theater-haarlem.nl;2293;De heer;Jaap;;Lampe;De heer;Frank;van der;Schaar;De heer;Rutger;de;Lange;De heer;;;Stoker;2;1235;415;0;1650;
15152;1134;;Stichting Theater Exploitatie Zeeland Stadsschouwburg Middelburg;230;;;;Molenwater 99;4331 SG;MIDDELBURG;0118-659666;;0900-3300033;0118-659669;zts@zeelandnet.nl;www.theaterverkoopzeeland.nl;477;De heer;Peter;de;Neef;Mevrouw;Louise;;Henderikx;Mevrouw;Trudy;;Wams;t.a.v.;;;hoofd kassa;1;550;0;0;550;
15153;1136;;Theaterfestival Boulevard 's-Hertogenbosch;230;Postbus 1704;5200 BT;DEN BOSCH;Boschdijkstraat 45;5211 VD;DEN BOSCH;073-6124505;;;073-6124544;info@festivalboulevard.nl;www.festivalboulevard.nl;904;De heer;Geert;;Overdam;Mevrouw;Lies;;Frankhuyzen;De heer;Stephan;;Grilis;Mevrouw;Lies;;Frankhuyzen;0;0;0;0;0;
15154;1192;;De Flint;230;Postbus 246;3800 AE;AMERSFOORT;Coninckstraat 60;3811 WK;AMERSFOORT;033-4229222 /4229223;;033-4229229;033-4757280;info@deflint.nl;www.deflint.nl;11754;De heer;Harold;;Warmelink;Mevrouw;Paulien;;Kompier;De heer;Klaas;;Spoelstra;Mevrouw;Yvonne;;Marien;2;850;816;0;1666;
15155;1193;;Theater aan de Parade Zuid Nederlandse Theatermaatschappij;230;Postbus 1160;5200 BE;DEN BOSCH;Parade 23;5211 KL;DEN BOSCH;073-6809809;;073-6125125;073-6124235;info@theateraandeparade.nl;www.theateraandeparade.nl;5643;De heer;Harry;;Vermeulen;Mevrouw;Nancy;;Bodar;De heer;Fred;van der;Kroon;t.a.v.;;;Hoofd Kassa;2;898;200;0;1098;
15156;1194;;Theater aan het Vrijthof;230;Postbus 1992;6201 BZ;MAASTRICHT;Vrijthof 47;6211 LE;MAASTRICHT;043-3505544;;043-3505555;043-3505522;uitbalie@theateraanhetvrijthof.nl;www.theateraanhetvrijthof.nl;10546;;Jacques;;Giesen;De heer;Mikos;;Pieters;De heer;Jan;;Schouten;Mevrouw;Hanneke;;Rooymans;2;900;125;0;1025;
15157;1195;;Theater aan het Spui;230;Postbus 109;2501 CC;DEN HAAG;Spui 187;2511 BN;DEN HAAG;070-3024070;;070-3465272;070-3650313;kantoor@theateraanhetspui.nl;www.theateraanhetspui.nl;10739;De heer;Cees;;Debets;De heer;Martijn;;Westerop;De heer;Egbert;;Mellema;Mevrouw;Wilma;;Heerings;2;370;164;0;534;
15158;1197;;Agora Theater & Congrescentrum;230;;;;Agorabaan 12;8224 JS;LELYSTAD;0320-239230;;0320-239239;0320-239231;info@agora-lelystad.nl;www.agora-lelystad.nl;10497;De heer;Jan;;Gras;Mevrouw;Laura;;Marcus;De heer;Hans;;Luiken;Mevrouw;Mirjam;;Duiker;2;750;200;0;950;
15159;1199;;Verkadefabriek;230;;;;Boschdijkstraat 45;5211 VD;DEN BOSCH;073-6818150;;073-6818160;073-6818169;info@verkadefabriek.nl;www.verkadefabriek.nl;858;De heer;Jan;van der;Putten;De heer;Frank;;Slijpen;;;;;;;;;2;270;106;0;376;
15160;1203;;Theater De Balie;230;;;;Kleine-Gartmanplantsoen 10;1017 RR;AMSTERDAM;020-5535151;;;020-5535155;balie@balie.nl;www.balie.nl;7506;Mevrouw;Dianne;;Zuidema;Mevrouw;Maya;;Chamir;De heer;Jan Willem;;Boogers;;;;;3;175;75;54;304;
15161;1204;;Theater De Blauwe Kei;230;Postbus 103;5460 AC;VEGHEL;Stadhuisplein 7;5461 KN;VEGHEL;0413-342555;;0413-342555;0413-365244;info@blauwekei.nl;www.blauwekei.nl;861;De heer;Yan;van der;Heijden;Mevrouw;Bregje;;Mandigers;De heer;Ruud;;Verbruggen;Mevrouw;Elke;van den;Berk;1;482;0;0;482;
15162;1206;;Theater De Bussel;230;;;;Torenplein 12;4901 EC;OOSTERHOUT;0162-428600;;0162-498131;0162-434789;info@theaterdebussel.nl;www.theaterdebussel.nl;11063;Mevrouw;Charlotte;;Louwers;De heer;Franklin;van;Liempt;De heer;Rob;van der;Lugt;Mevrouw;Helma;van den;Heuvel;3;503;100;300;903;
15163;1210;;Theater De Fransche School;230;Postbus 156;4100 AD;CULEMBORG;Havendijk 1;4101 AA;CULEMBORG;0345-519720;;0345-521546;0345-514514;secretariaat@theaterdefranscheschool.nl;www.theaterdefranscheschool.nl;3873;Mevrouw;Marjan;van;Huijstee;Mevrouw;Loes;;Floor;De heer;Olaf;;Paulisse;Mevrouw;Jacqueline;;Vulto;1;130;0;0;130;
15164;1212;;Theater De Kattendans;230;Postbus 65;5570 AB;BERGEIJK;Eerselsedijk 4;5571 CM;BERGEIJK;0497-571318;;0497-575620;0497-575647;info@kattendans.nl;www.kattendans.nl;8955;De heer;Dries;;Floris;Mevrouw;Neeltje;;Hoskam;De heer;Dennis;;Kwinten;Mevrouw;Mieke;;Weekers;1;275;0;0;275;
15165;1213;;Het Klooster;229;;;;Wilhelminaweg 77;3441 XB;WOERDEN;0348-423066;;;0348-415969;info@kloosterwoerden.nl;www.kloosterwoerden.nl;1153;De heer;Alex;le;Mat;t.a.v.;;;hoofd PR en marketing;De heer;Jaap;van der;Woude;t.a.v.;;;hoofd kassa;1;181;0;0;181;
15166;1214;;Theater De Kolk;230;Postbus 10040;9400 CA;ASSEN;Weverstraat 12;9403 VJ;ASSEN;0592-310200;;026-313330;0592-330249;info@theaterdekolk.nl;www.theaterdekolk.nl;8806;De heer;Hilko;;Folkeringa;t.a.v.;;;afd. publiciteit;De heer;Bob;;Volbeda;Mevrouw;Brigitte;;Aartsma;2;530;120;0;650;
15167;1216;;Theater De Lampegiet;230;;;;Kerkewijk 10;3901 EG;VEENENDAAL;0318-540000;;0318-540141;0318-541660;info@lampegiet.nl;www.lampegiet.nl;1646;Mevrouw;Ariane;;Kop;De heer;Bart;;Drost;De heer;Jan;van de;Berg;Mevrouw;Cilia;;Boekenoogen - Drok;1;543;0;0;543;
15168;1217;;Theater De Leest;230;Postbus 194;5140 AD;WAALWIJK;Vredesplein 12;5142 RA;WAALWIJK;0416-334746;;0416-331751;0416-337174;info@deleest.nl;www.deleest.nl;1504;De heer;Sander;;Knopper;Mevrouw;Janneke;van;Berkel;De heer;Ruud;;Verbruggen;De heer;Geert;van den;Enden;1;475;0;0;0;
15169;1218;;Theater De Lieve Vrouw;230;Postbus 1301;3800 BH;AMERSFOORT;Lieve Vrouwestraat 13;3811 BP;AMERSFOORT;033-4226550;;033-4226555;033-4623095;lievevrouw@lievevrouw.nl;www.lievevrouw.nl;869;De heer;Matti;;Austen;Mevrouw;Saskia;;Tuijp;De heer;Peter;;Engel;t.a.v.;;;hoofd kassa;1;210;0;0;210;
15170;1219;;Theater De Lievekamp;230;;;;Raadhuislaan 14;5341 GM;OSS;0412-667676;;0412-648922;0412-667682;theater@lievekamp.nl;www.lievekamp.nl;870;Mevrouw;Hilda;;Vliegenthart-Klein Bramel;De heer;Ron;;Megens;De heer;Henk;;Rus;Mevrouw;Doret;;Hendriks;2;660;230;0;890;
15171;1220;;Theater De Meenthe;230;Postbus 305;8330 AH;STEENWIJK;Stationsplein 1;8331 GM;STEENWIJK;0521-514004;;0521-513888;0521-511988;info@demeenthe.nl;www.demeenthe.nl;871;De heer;Han;;Evers;Mevrouw;Karin;;Kuper;De heer;Sala;;Rachedi;;;;;2;1350;425;0;1775;
15172;1221;;Theater De Muzeval;230;;;;Boermarkeweg 43;7822 HM;EMMEN;0591-617000;;0591-617000;0591-643135;muzeval@emmen.nl;www.muzeval.nl;11860;Mevrouw;Rebecca;;Siebinga;;;;;;;;;;;;;2;650;230;0;0;
15173;1223;;Theater De Poorterij;230;;;;Nieuwstraat 2;5301 EW;ZALTBOMMEL;0418-681881;;0418-681888;0418-681891;kassa@poorterij.nl;www.poorterij.nl;481;Mevrouw;Jeanne;;Kers;Mevrouw;Anouk;van;Gent;De heer;Boudewijn;;Rensen;t.a.v.;;;Hoofd kassa;1;285;0;0;285;
15174;1224;;Theater de Purmaryn;230;Postbus 15;1440 AA;PURMEREND;Waagplein 1;1441 BR;PURMEREND;0299-682727;;0299-432205;0299-420931;info@depurmaryn.nl;www.depurmaryn.nl;873;Mevrouw;Miep;;Boerkamp;Mevrouw;Ilja;;Frie;De heer;;;Huiberts;Mevrouw;Anja;van;Wijngaarden;2;530;200;0;730;
15175;1225;;Theater De Reggehof;229;;;;De HÃ¶fte 5;7471DK;GOOR;0547-284888;;0547-284880;0547-260588;info@reggehof.nl;www.reggehof.nl;489;Mevrouw;Yolanda;;Mergler;Mevrouw;Mirella;;Jellema;De heer;Clemens;;Engelen;Mevrouw;Myriam;;Groothuis;1;364;0;0;364;
15176;1226;;Theater De Schalm;230;;;;Meiveld 3;5501 KA;VELDHOVEN;040-2537635;;040-2533578;040-2536389;info@deschalm.com;www.deschalm.com;874;De heer;Jan;;Wouda;Mevrouw;Monique;;Joosten - van den Berg;Mevrouw;Yvonne;;Hamers;Mevrouw;Agnes;de;Graaf;2;474;133;0;607;
15104;715;;Munttheater;230;Postbus 210;6000 AE;WEERT;Collegeplein 3;6001 HN;WEERT;0495-540394;;0495-540322;0495-543390;info@munttheater.nl;www.munttheater.nl;563;Mevrouw;Brigitte;van;Eck;t.a.v.;;;Hoofd PR en Marketing;;;;;;;;;1;444;0;0;444;
15105;948;;Scheldetheater;230;;;;Westkolkstraat 16;4531 AW;TERNEUZEN;0115-675777;;0115-695555;0115-694532;info@scheldetheater.nl;www.scheldetheater.nl;757;De heer;Frans;;Lievens;Mevrouw;Ingrid;;Neve;De heer;Peter;;Paulusse;Mevrouw;Annie;;Tanghe;2;784;175;0;959;
15106;717;;Musis Sacrum / Schouwburg Arnhem Gemeente Arnhem MO/MSSA;230;Postbus 1103;6801 BC;ARNHEM;Velperbuitensingel 25 (musis) /Koningsplein 12 (Sc;6828 CV;ARNHEM;026-3720720;;026-4437343;026-3720710(sch) 026;musis.schouwburg@arnhem.nl;www.schouwburgarnhem.nl;2234;De heer;Henk;;Boerhof;De heer;Hilbrand;;Harkema;Mevrouw;Marina;;Wessels;De heer;Hilbrand;;Harkema;2;750;220;0;970;
15107;723;;Muziekgebouw aan 't IJ;230;Postbus 1122;1000 BC;AMSTERDAM;Piet Heinkade 1;1019 BR;AMSTERDAM;020-7882010;;020-7882000;020-7882020;post@muziekgebouw.nl;www.muziekgebouw.nl;9003;De heer;Tino;;Haenen;Mevrouw;Hilde;van;Gurp;De heer;Ries;;Vernooy;Mevrouw;;van;Roessel;2;735;125;0;860;
15108;724;;Muziekgebouw Frits Philips;230;Postbus 930;5600 AX;EINDHOVEN;Jan van Lieshoutstraat 3;5611 EE;EINDHOVEN;040-2655600;;040-2442020;040-2655601;welkom@muziekgebouweindhoven.nl;www.muziekgebouweindhoven.nl;658;De heer;Wim;;Vringer;Mevrouw;Anastasia;van;Gennip;De heer;Huub;;Graat;Mevrouw;Marleen;;Driessen;2;1250;398;0;1648;
15109;726;;Vredenburg Utrecht;230;Postbus 550;3500 AN;UTRECHT;St. Jacobsstraat 6-8;3511 BR;UTRECHT;030-2862259;;030-2314544;030-2316522;info@vredenburg.nl;www.vredenburg.nl;6229;Mevrouw;Nannette;;Ris;Mevrouw;Joan;;Vandehoek;De heer;Henk;;Kroon;Mevrouw;Rudi;van der;Valk;2;1500;250;0;1750;
15110;765;;Nieuwe Luxor Theater;230;;;;Posthumalaan 1;3072 AG;ROTTERDAM;010-4960000;;010-4843333;010-4960119;info@luxortheater.nl;www.luxortheater.nl;678;De heer;Rob;;Wiegman;Mevrouw;Jackie;van der;Vlis;De heer;Willem;;Nijland;Mevrouw;Annemiek;van den;Beuken;1;1500;0;0;1500;
15111;776;;Noorderzon;230;Postbus 1736;9701 BS;GRONINGEN;Akerhof 12;9701 BS;GRONINGEN;050-3140278;;;050-8508022;info@noorderzon.nl;www.noorderzon.nl;5761;Mevrouw;Femke;;Eerland;De heer;Mark;;Hospers;De heer;Henk;;Bothof;t.a.v.;Mark;;Hospers;0;0;0;0;0;
15112;813;;Over het IJ Festival Stichting IJ Producties;230;Postbus 37149;1030 AC;AMSTERDAM;TT Neveritaweg 15;1033 WB;AMSTERDAM;020-4922229;;;020-4924359;info@overhetij.nl;www.overhetij.nl;2317;De heer;Lode;van;Piggelen;De heer;Arjen;;Barel;;;;;t.a.v.;;;Hoofd kassa;0;0;0;0;0;
15113;835;;Parkstad Limburg Theaters lokatie Heerlen & Kerkrade;230;Postbus 300;6400 AH;HEERLEN;Burg. Van Grunsvenplein 145;6411 AS;HEERLEN;045-5768576;;045-5716607;045-5718794;info@parkstadlimburgtheaters.nl;www.parkstadlimburgtheaters.nl;703;De heer;Bas;;Schoonderwoerd;;;;;De heer;Rocco;;Malherbe;Mevrouw;Cynth;;Nuissenburg;4;1100;350;150;1600;
15114;856;;Plaza Futura;230;;;;Leenderweg 65;5614 HL;EINDHOVEN;040-2946840;;040-2946849;040-2946841;info@plazafutura.nl;www.plazafutura.nl;1037;De heer;Ted;;Chiaradia;De heer;Merel;;Morre;Mevrouw;Titia;;Linders;Mevrouw;Ans;;Gramser;2;200;100;0;300;
15115;859;;Stadsschouwburg en Muziekcentrum Enschede Muziekkwartier;230;Postbus 634;7500 AP;ENSCHEDE;Wenninkgaarde 40-42;7511 PH;ENSCHEDE;053-4858585;;053-4858500;053-4858590;info@muziekkwartier.nl;www.muziekkwartier.nl;11618;Mevrouw;Judith;;Hartman;Mevrouw;Audry;;Hoemakers;De heer;Hans;;Bakker;Mevrouw;Marion;;Kempers;2;100;170;0;270;
15116;874;;Posthuis Theater;230;;;;Fok 78;8441 BR;HEERENVEEN;0513-619494;;0513-619494;0513-629726;info@posthuistheater.nl;www.posthuistheater.nl;6856;De heer;Gerard;;Wolters;Mevrouw;Gerrie;de;Jong;De heer;Eric;;Noorman;Mevrouw;Mineke;;Blom;1;399;0;0;399;
15117;907;;Rabotheater Hengelo;230;;;;Beursstraat 44;7551 HV;HENGELO;074-2556777;;074-2556789;074-2556778;info@rabotheater.nl;www.schouwburghengelo.nl;736;De heer;Raoul;;Boer;Mevrouw;Simone;;Bloemen;De heer;Bert;;Bornebroek;Mevrouw;Elly;;Afman;2;800;328;0;1128;
15118;911;;RASA wereldculturen centrum;230;Postbus 1352;3500 BJ;UTRECHT;Pauwstraat 13 A;3512 TG;UTRECHT;030-2330123;;030-2316040;030-2330122;info@rasa.nl;www.rasa.nl;7317;De heer;Wieland;;Eggermont;Mevrouw;Mathilda;;Wolfswinkel;De heer;Peter;;Thonen;;;;;2;202;50;0;252;
15119;936;;Rotterdamse Schouwburg;230;;;;Schouwburgplein 25;3012 CL;ROTTERDAM;010-4044111;;010-4118110;010-4132404;info@schouwburg.rotterdam.nl;www.schouwburg.rotterdam.nl;752;De heer;Jan;;Zoet;De heer;Ruben;;IsraÃ«l;t.a.v.;;;Hoofd Techniek;De heer;Bart;Van;Ree;3;895;175;100;1170;
15120;952;;Schouwburg Agnietenhof;230;Postbus 560;4000 AN;TIEL;St. Agnietenstraat 2;4001 NB;TIEL;0344-673515;;0344-673500;0344-673501;info@agnietenhof.nl;www.agnietenhof.nl;655;De heer;Ruud;van;Zuilen;Mevrouw;Roos;;Nijholt;De heer;Thijs;;Gennissen;De heer;Jacob;;Noordam;2;766;277;0;1043;
15121;953;;Schouwburg Amphion;230;Postbus 413;7000 AK;DOETINCHEM;Schouwburgplein 1;7001 DK;DOETINCHEM;0314-376000;;;0314-363665;info@amphion.nl;www.amphion.nl;759;De heer;Henk;;Raben;t.a.v.;;t.a.v.;Hoofd pr en marketing;De heer;Paul;;Dekker;t.a.v.;;;Hoofd Kassa;2;860;300;0;1160;
15122;954;;Schouwburg Amstelveen;230;Postbus 634;1180 AP;AMSTELVEEN;Stadsplein 100;1181 ZM;AMSTELVEEN;020-5475161;;020-5475175;020-6477556;info@schouwburgamstelveen.nl;www.schouwburgamstelveen.nl;760;Mevrouw;Dominique;;Deutz;Mevrouw;Janne;;Aartsma;;;;;;;;;3;683;220;150;1053;
15123;955;;Schouwburg Cuijk;230;Postbus 77;5430 AB;CUIJK;Grotestraat 62 -64;5431 DL;CUIJK;0485-314344;;0485-315107;0485-318361;theater@schouwburgcuijk.nl;www.schouwburgcuijk.nl;761;De heer;Sjoerd;;Meijer;Mevrouw;Anneke;van den;Wildenberg;De heer;Henk;;Meinen;Mevrouw;Leonie;van;Hees;2;700;250;0;950;
15124;956;;Schouwburg De Kampanje;230;;;;Bernardplein 10;1781 HH;DEN HELDER;0223-674 664;;0223â€“674 664;0223-674 665;info@kampanje.nl;www.kampanje.nl;762;De heer;Jan;;Fokkinga;Mevrouw;Kim;;Smit;De heer;Nico;;Hokke;Mevrouw;Monica;;Zuidberg;2;700;240;0;940;
